Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-08-13,BO,0,2,5,2015-W32,2015-09-17
2015-08-13,BOMBALI,0,2,5,2015-W32,2015-09-17
2015-08-13,BONTHE,0,2,5,2015-W32,2015-09-17
2015-08-13,KAILAHUN,0,2,5,2015-W32,2015-09-17
2015-08-13,KAMBIA,0,1,3,2015-W32,2015-09-17
2015-08-13,KENEMA,0,2,5,2015-W32,2015-09-17
2015-08-13,KOINADUGU,0,2,5,2015-W32,2015-09-17
2015-08-13,KONO,0,2,5,2015-W32,2015-09-17
2015-08-13,MOYAMBA,0,2,5,2015-W32,2015-09-17
2015-08-13,PORT.LOKO,0,1,3,2015-W32,2015-09-17
2015-08-13,PUJEHUN,0,2,5,2015-W32,2015-09-17
2015-08-13,TONKOLILI,0,3,7,2015-W32,2015-09-17
2015-08-13,WESTERN,0,1,4,2015-W32,2015-09-17
2015-08-20,BO,1,3,8,2015-W32,2015-09-17
2015-08-20,BOMBALI,1,4,7,2015-W32,2015-09-17
2015-08-20,BONTHE,1,4,8,2015-W32,2015-09-17
2015-08-20,KAILAHUN,1,4,8,2015-W32,2015-09-17
2015-08-20,KAMBIA,0,2,5,2015-W32,2015-09-17
2015-08-20,KENEMA,1,4,8,2015-W32,2015-09-17
2015-08-20,KOINADUGU,0,4,8,2015-W32,2015-09-17
2015-08-20,KONO,1,4,8,2015-W32,2015-09-17
2015-08-20,MOYAMBA,1,4,8,2015-W32,2015-09-17
2015-08-20,PORT.LOKO,0,2,5,2015-W32,2015-09-17
2015-08-20,PUJEHUN,1,4,8,2015-W32,2015-09-17
2015-08-20,TONKOLILI,2,6,11,2015-W32,2015-09-17
2015-08-20,WESTERN,0,3,6,2015-W32,2015-09-17
2015-08-27,BO,2,5,10,2015-W32,2015-09-17
2015-08-27,BOMBALI,1,5,11,2015-W32,2015-09-17
2015-08-27,BONTHE,1,5,10,2015-W32,2015-09-17
2015-08-27,KAILAHUN,2,5,10,2015-W32,2015-09-17
2015-08-27,KAMBIA,0,3,6,2015-W32,2015-09-17
2015-08-27,KENEMA,2,5,10,2015-W32,2015-09-17
2015-08-27,KOINADUGU,2,5,10,2015-W32,2015-09-17
2015-08-27,KONO,1,5,10,2015-W32,2015-09-17
2015-08-27,MOYAMBA,2,5,10,2015-W32,2015-09-17
2015-08-27,PORT.LOKO,0,3,7,2015-W32,2015-09-17
2015-08-27,PUJEHUN,1,5,10,2015-W32,2015-09-17
2015-08-27,TONKOLILI,4,9,15,2015-W32,2015-09-17
2015-08-27,WESTERN,1,4,8,2015-W32,2015-09-17
2015-09-03,BO,2,6,11,2015-W32,2015-09-17
2015-09-03,BOMBALI,2,6,11,2015-W32,2015-09-17
2015-09-03,BONTHE,2,6,11,2015-W32,2015-09-17
2015-09-03,KAILAHUN,2,6,11,2015-W32,2015-09-17
2015-09-03,KAMBIA,0,3,7,2015-W32,2015-09-17
2015-09-03,KENEMA,2,6,11,2015-W32,2015-09-17
2015-09-03,KOINADUGU,2,6,11,2015-W32,2015-09-17
2015-09-03,KONO,2,6,11,2015-W32,2015-09-17
2015-09-03,MOYAMBA,2,6,11,2015-W32,2015-09-17
2015-09-03,PORT.LOKO,0,3,7,2015-W32,2015-09-17
2015-09-03,PUJEHUN,2,6,11,2015-W32,2015-09-17
2015-09-03,TONKOLILI,4,9,16,2015-W32,2015-09-17
2015-09-03,WESTERN,1,5,9,2015-W32,2015-09-17
2015-09-10,BO,2,6,11,2015-W32,2015-09-17
2015-09-10,BOMBALI,2,6,11,2015-W32,2015-09-17
2015-09-10,BONTHE,2,6,11,2015-W32,2015-09-17
2015-09-10,KAILAHUN,2,6,10.024999999999977,2015-W32,2015-09-17
2015-09-10,KAMBIA,0,3,7,2015-W32,2015-09-17
2015-09-10,KENEMA,2,6,11,2015-W32,2015-09-17
2015-09-10,KOINADUGU,2,6,11,2015-W32,2015-09-17
2015-09-10,KONO,2,6,11,2015-W32,2015-09-17
2015-09-10,MOYAMBA,2,6,11,2015-W32,2015-09-17
2015-09-10,PORT.LOKO,0,3,7,2015-W32,2015-09-17
2015-09-10,PUJEHUN,2,6,11,2015-W32,2015-09-17
2015-09-10,TONKOLILI,4,9,15.024999999999977,2015-W32,2015-09-17
2015-09-10,WESTERN,1,4,9,2015-W32,2015-09-17
2015-09-17,BO,2,5,10,2015-W32,2015-09-17
2015-09-17,BOMBALI,1,5,10,2015-W32,2015-09-17
2015-09-17,BONTHE,2,5,10,2015-W32,2015-09-17
2015-09-17,KAILAHUN,1,5,10,2015-W32,2015-09-17
2015-09-17,KAMBIA,0,3,6.024999999999977,2015-W32,2015-09-17
2015-09-17,KENEMA,2,5,10,2015-W32,2015-09-17
2015-09-17,KOINADUGU,2,5,10,2015-W32,2015-09-17
2015-09-17,KONO,1,5,10,2015-W32,2015-09-17
2015-09-17,MOYAMBA,2,5,10,2015-W32,2015-09-17
2015-09-17,PORT.LOKO,0,3,7,2015-W32,2015-09-17
2015-09-17,PUJEHUN,1,5,10,2015-W32,2015-09-17
2015-09-17,TONKOLILI,3,9,14,2015-W32,2015-09-17
2015-09-17,WESTERN,1,4,8,2015-W32,2015-09-17
